"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0000001","fatty acids [FA]",8,0,2.57,"1.00000","1.00000"
"LION:0000013","glycerophosphoserines [GP03]",8,0,2.57,"1.00000","1.00000"
"LION:0000034","monoacylglycerophosphocholines [GP0105]",11,0,3.54,"1.00000","1.00000"
"LION:0000053","diacylglycerophosphoserines [GP0301]",7,0,2.25,"1.00000","1.00000"
"LION:0000259","C14:0",3,0,0.96,"1.00000","1.00000"
"LION:0001742","fatty acids and conjugates [FA01]",8,0,2.57,"1.00000","1.00000"
"LION:0002925","C20:0",3,0,0.96,"1.00000","1.00000"
"LION:0002927","C20:2",3,0,0.96,"1.00000","1.00000"
"LION:0002935","C22:4",4,0,1.29,"1.00000","1.00000"
"LION:0002947","fatty acid with 13-15 carbons",4,0,1.29,"1.00000","1.00000"
"LION:0002951","fatty acid with more than 24 carbons",3,0,0.96,"1.00000","1.00000"
"LION:0002956","fatty acid with 17 carbons",3,0,0.96,"1.00000","1.00000"
"LION:0002971","fatty acid with 3 double bonds",4,0,1.29,"1.00000","1.00000"
"LION:0012017","hexosylceramides",5,0,1.61,"1.00000","1.00000"
"LION:0080972","very high bilayer thickness",3,0,0.96,"1.00000","1.00000"
