"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0001741","below average transition temperature",29,0,2.77,"1.00000","1.0000"
"LION:0001742","fatty acids and conjugates [FA01]",8,0,0.76,"1.00000","1.0000"
"LION:0002925","C20:0",3,0,0.29,"1.00000","1.0000"
"LION:0002926","C20:1",4,0,0.38,"1.00000","1.0000"
"LION:0002927","C20:2",3,0,0.29,"1.00000","1.0000"
"LION:0002929","C20:4",9,0,0.86,"1.00000","1.0000"
"LION:0002930","C20:5",5,0,0.48,"1.00000","1.0000"
"LION:0002935","C22:4",4,0,0.38,"1.00000","1.0000"
"LION:0002937","C22:6",13,0,1.24,"1.00000","1.0000"
"LION:0002947","fatty acid with 13-15 carbons",4,0,0.38,"1.00000","1.0000"
"LION:0002951","fatty acid with more than 24 carbons",3,0,0.29,"1.00000","1.0000"
"LION:0002956","fatty acid with 17 carbons",3,0,0.29,"1.00000","1.0000"
"LION:0002959","fatty acid with 20 carbons",25,0,2.39,"1.00000","1.0000"
"LION:0002971","fatty acid with 3 double bonds",4,0,0.38,"1.00000","1.0000"
"LION:0002972","fatty acid with 4 double bonds",14,0,1.34,"1.00000","1.0000"
"LION:0002976","fatty acid with more than 3 double bonds",36,0,3.44,"1.00000","1.0000"
"LION:0002977","fatty acid with 3-5 double bonds",23,0,2.2,"1.00000","1.0000"
"LION:0012011","lipid storage",55,0,5.25,"1.00000","1.0000"
"LION:0012084","lipid droplet",55,0,5.25,"1.00000","1.0000"
"LION:0071625","PE(O-38:7)",3,0,0.29,"1.00000","1.0000"
"LION:0080968","very low bilayer thickness",12,0,1.15,"1.00000","1.0000"
"LION:0080969","low bilayer thickness",15,0,1.43,"1.00000","1.0000"
"LION:0080972","very high bilayer thickness",3,0,0.29,"1.00000","1.0000"
"LION:0080973","below average bilayer thickness",26,0,2.48,"1.00000","1.0000"
"LION:0080978","average lateral diffusion",14,0,1.34,"1.00000","1.0000"
"LION:0080979","high lateral diffusion",11,0,1.05,"1.00000","1.0000"
"LION:0080980","very high lateral diffusion",15,0,1.43,"1.00000","1.0000"
"LION:0080982","above average lateral diffusion",25,0,2.39,"1.00000","1.0000"
