"Plot Title: yrv_9"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 21435414, SEN S/N: 21435414)","Coupler Detached (LGR S/N: 21435414)","Coupler Attached (LGR S/N: 21435414)","Host Connected (LGR S/N: 21435414)","End Of File (LGR S/N: 21435414)"
104,06/30/22 01:20:31 PM,14.134,,,,
105,06/30/22 01:35:31 PM,14.230,,,,
106,06/30/22 01:50:31 PM,14.230,,,,
107,06/30/22 02:05:31 PM,14.230,,,,
108,06/30/22 02:20:31 PM,14.230,,,,
109,06/30/22 02:35:31 PM,14.230,,,,
110,06/30/22 02:50:31 PM,14.325,,,,
111,06/30/22 03:05:31 PM,14.134,,,,
112,06/30/22 03:20:31 PM,14.230,,,,
113,06/30/22 03:35:31 PM,14.230,,,,
114,06/30/22 03:50:31 PM,14.325,,,,
115,06/30/22 04:05:31 PM,14.325,,,,
116,06/30/22 04:20:31 PM,14.421,,,,
117,06/30/22 04:35:31 PM,14.421,,,,
118,06/30/22 04:50:31 PM,14.517,,,,
119,06/30/22 05:05:31 PM,14.517,,,,
120,06/30/22 05:20:31 PM,14.517,,,,
121,06/30/22 05:35:31 PM,14.613,,,,
122,06/30/22 05:50:31 PM,14.613,,,,
123,06/30/22 06:05:31 PM,14.613,,,,
124,06/30/22 06:20:31 PM,14.709,,,,
125,06/30/22 06:35:31 PM,14.709,,,,
126,06/30/22 06:50:31 PM,14.709,,,,
127,06/30/22 07:05:31 PM,14.709,,,,
128,06/30/22 07:20:31 PM,14.709,,,,
129,06/30/22 07:35:31 PM,14.613,,,,
130,06/30/22 07:50:31 PM,14.613,,,,
131,06/30/22 08:05:31 PM,14.613,,,,
132,06/30/22 08:20:31 PM,14.517,,,,
133,06/30/22 08:35:31 PM,14.421,,,,
134,06/30/22 08:50:31 PM,14.421,,,,
135,06/30/22 09:05:31 PM,14.421,,,,
136,06/30/22 09:20:31 PM,14.517,,,,
137,06/30/22 09:35:31 PM,14.517,,,,
138,06/30/22 09:50:31 PM,14.517,,,,
139,06/30/22 10:05:31 PM,14.517,,,,
140,06/30/22 10:20:31 PM,14.517,,,,
141,06/30/22 10:35:31 PM,14.517,,,,
142,06/30/22 10:50:31 PM,14.517,,,,
143,06/30/22 11:05:31 PM,14.517,,,,
144,06/30/22 11:20:31 PM,14.517,,,,
145,06/30/22 11:35:31 PM,14.517,,,,
146,06/30/22 11:50:31 PM,14.421,,,,
147,07/01/22 12:05:31 AM,14.421,,,,
148,07/01/22 12:20:31 AM,14.421,,,,
149,07/01/22 12:35:31 AM,14.421,,,,
150,07/01/22 12:50:31 AM,14.421,,,,
151,07/01/22 01:05:31 AM,14.421,,,,
152,07/01/22 01:20:31 AM,14.421,,,,
153,07/01/22 01:35:31 AM,14.325,,,,
154,07/01/22 01:50:31 AM,14.325,,,,
155,07/01/22 02:05:31 AM,14.325,,,,
156,07/01/22 02:20:31 AM,14.325,,,,
157,07/01/22 02:35:31 AM,14.325,,,,
158,07/01/22 02:50:31 AM,14.325,,,,
159,07/01/22 03:05:31 AM,14.325,,,,
160,07/01/22 03:20:31 AM,14.325,,,,
161,07/01/22 03:35:31 AM,14.325,,,,
162,07/01/22 03:50:31 AM,14.325,,,,
163,07/01/22 04:05:31 AM,14.325,,,,
164,07/01/22 04:20:31 AM,14.325,,,,
165,07/01/22 04:35:31 AM,14.325,,,,
166,07/01/22 04:50:31 AM,14.325,,,,
167,07/01/22 05:05:31 AM,14.421,,,,
168,07/01/22 05:20:31 AM,14.421,,,,
169,07/01/22 05:35:31 AM,14.421,,,,
170,07/01/22 05:50:31 AM,14.421,,,,
171,07/01/22 06:05:31 AM,14.421,,,,
172,07/01/22 06:20:31 AM,14.421,,,,
173,07/01/22 06:35:31 AM,14.325,,,,
174,07/01/22 06:50:31 AM,14.325,,,,
175,07/01/22 07:05:31 AM,14.325,,,,
176,07/01/22 07:20:31 AM,14.230,,,,
177,07/01/22 07:35:31 AM,14.134,,,,
178,07/01/22 07:50:31 AM,14.134,,,,
179,07/01/22 08:05:31 AM,14.134,,,,
180,07/01/22 08:20:31 AM,14.134,,,,
181,07/01/22 08:35:31 AM,14.134,,,,
182,07/01/22 08:50:31 AM,14.134,,,,
183,07/01/22 09:05:31 AM,14.134,,,,
184,07/01/22 09:20:31 AM,14.134,,,,
185,07/01/22 09:35:31 AM,14.230,,,,
186,07/01/22 09:50:31 AM,14.134,,,,
187,07/01/22 10:05:31 AM,14.134,,,,
188,07/01/22 10:20:31 AM,14.134,,,,
189,07/01/22 10:35:31 AM,14.134,,,,
190,07/01/22 10:50:31 AM,14.230,,,,
191,07/01/22 11:05:31 AM,14.325,,,,
192,07/01/22 11:20:31 AM,14.325,,,,
193,07/01/22 11:35:31 AM,14.325,,,,
194,07/01/22 11:50:31 AM,14.325,,,,
195,07/01/22 12:05:31 PM,14.325,,,,
196,07/01/22 12:20:31 PM,14.325,,,,
197,07/01/22 12:35:31 PM,14.325,,,,
198,07/01/22 12:50:31 PM,14.325,,,,
199,07/01/22 01:05:31 PM,14.325,,,,
200,07/01/22 01:20:31 PM,14.325,,,,
201,07/01/22 01:35:31 PM,14.325,,,,
202,07/01/22 01:50:31 PM,14.325,,,,
203,07/01/22 02:05:31 PM,14.421,,,,
204,07/01/22 02:20:31 PM,14.421,,,,
205,07/01/22 02:35:31 PM,14.421,,,,
206,07/01/22 02:50:31 PM,14.517,,,,
207,07/01/22 03:05:31 PM,14.517,,,,
208,07/01/22 03:20:31 PM,14.517,,,,
209,07/01/22 03:35:31 PM,14.613,,,,
210,07/01/22 03:50:31 PM,14.613,,,,
211,07/01/22 04:05:31 PM,14.613,,,,
212,07/01/22 04:20:31 PM,14.709,,,,
213,07/01/22 04:35:31 PM,14.709,,,,
214,07/01/22 04:50:31 PM,14.709,,,,
215,07/01/22 05:05:31 PM,14.709,,,,
216,07/01/22 05:20:31 PM,14.709,,,,
217,07/01/22 05:35:31 PM,14.804,,,,
218,07/01/22 05:50:31 PM,14.804,,,,
219,07/01/22 06:05:31 PM,14.804,,,,
220,07/01/22 06:20:31 PM,14.804,,,,
221,07/01/22 06:35:31 PM,14.804,,,,
222,07/01/22 06:50:31 PM,14.804,,,,
223,07/01/22 07:05:31 PM,14.804,,,,
224,07/01/22 07:20:31 PM,14.804,,,,
225,07/01/22 07:35:31 PM,14.804,,,,
226,07/01/22 07:50:31 PM,14.709,,,,
227,07/01/22 08:05:31 PM,14.421,,,,
228,07/01/22 08:20:31 PM,14.230,,,,
229,07/01/22 08:35:31 PM,14.134,,,,
230,07/01/22 08:50:31 PM,14.038,,,,
231,07/01/22 09:05:31 PM,13.942,,,,
232,07/01/22 09:20:31 PM,13.846,,,,
233,07/01/22 09:35:31 PM,13.846,,,,
234,07/01/22 09:50:31 PM,13.846,,,,
235,07/01/22 10:05:31 PM,13.846,,,,
236,07/01/22 10:20:31 PM,13.846,,,,
237,07/01/22 10:35:31 PM,13.846,,,,
238,07/01/22 10:50:31 PM,13.846,,,,
239,07/01/22 11:05:31 PM,13.846,,,,
240,07/01/22 11:20:31 PM,13.846,,,,
241,07/01/22 11:35:31 PM,13.750,,,,
242,07/01/22 11:50:31 PM,13.750,,,,
243,07/02/22 12:05:31 AM,13.750,,,,
244,07/02/22 12:20:31 AM,13.750,,,,
245,07/02/22 12:35:31 AM,13.654,,,,
246,07/02/22 12:50:31 AM,13.654,,,,
247,07/02/22 01:05:31 AM,13.654,,,,
248,07/02/22 01:20:31 AM,13.654,,,,
249,07/02/22 01:35:31 AM,13.558,,,,
250,07/02/22 01:50:31 AM,13.558,,,,
251,07/02/22 02:05:31 AM,13.558,,,,
252,07/02/22 02:20:31 AM,13.558,,,,
253,07/02/22 02:35:31 AM,13.558,,,,
254,07/02/22 02:50:31 AM,13.558,,,,
255,07/02/22 03:05:31 AM,13.558,,,,
256,07/02/22 03:20:31 AM,13.558,,,,
257,07/02/22 03:35:31 AM,13.461,,,,
258,07/02/22 03:50:31 AM,13.461,,,,
259,07/02/22 04:05:31 AM,13.461,,,,
260,07/02/22 04:20:31 AM,13.461,,,,
261,07/02/22 04:35:31 AM,13.461,,,,
262,07/02/22 04:50:31 AM,13.461,,,,
263,07/02/22 05:05:31 AM,13.461,,,,
264,07/02/22 05:20:31 AM,13.461,,,,
265,07/02/22 05:35:31 AM,13.461,,,,
266,07/02/22 05:50:31 AM,13.461,,,,
267,07/02/22 06:05:31 AM,13.461,,,,
268,07/02/22 06:20:31 AM,13.558,,,,
269,07/02/22 06:35:31 AM,13.558,,,,
270,07/02/22 06:50:31 AM,13.558,,,,
271,07/02/22 07:05:31 AM,13.558,,,,
272,07/02/22 07:20:31 AM,13.558,,,,
273,07/02/22 07:35:31 AM,13.558,,,,
274,07/02/22 07:50:31 AM,13.558,,,,
275,07/02/22 08:05:31 AM,13.558,,,,
276,07/02/22 08:20:31 AM,13.558,,,,
277,07/02/22 08:35:31 AM,13.558,,,,
278,07/02/22 08:50:31 AM,13.558,,,,
279,07/02/22 09:05:31 AM,13.558,,,,
280,07/02/22 09:20:31 AM,13.558,,,,
281,07/02/22 09:35:31 AM,13.558,,,,
282,07/02/22 09:50:31 AM,13.558,,,,
283,07/02/22 10:05:31 AM,13.558,,,,
284,07/02/22 10:20:31 AM,13.558,,,,
285,07/02/22 10:35:31 AM,13.558,,,,
286,07/02/22 10:50:31 AM,13.558,,,,
287,07/02/22 11:05:31 AM,13.558,,,,
288,07/02/22 11:20:31 AM,13.558,,,,
289,07/02/22 11:35:31 AM,13.558,,,,
290,07/02/22 11:50:31 AM,13.558,,,,
291,07/02/22 12:05:31 PM,13.558,,,,
292,07/02/22 12:20:31 PM,13.558,,,,
293,07/02/22 12:35:31 PM,13.461,,,,
294,07/02/22 12:50:31 PM,13.461,,,,
295,07/02/22 01:05:31 PM,13.461,,,,
296,07/02/22 01:20:31 PM,13.461,,,,
297,07/02/22 01:35:31 PM,13.461,,,,
298,07/02/22 01:50:31 PM,13.461,,,,
299,07/02/22 02:05:31 PM,13.461,,,,
300,07/02/22 02:20:31 PM,13.461,,,,
301,07/02/22 02:35:31 PM,13.461,,,,
302,07/02/22 02:50:31 PM,13.461,,,,
303,07/02/22 03:05:31 PM,13.461,,,,
304,07/02/22 03:20:31 PM,13.461,,,,
305,07/02/22 03:35:31 PM,13.461,,,,
306,07/02/22 03:50:31 PM,13.461,,,,
307,07/02/22 04:05:31 PM,13.558,,,,
308,07/02/22 04:20:31 PM,13.461,,,,
309,07/02/22 04:35:31 PM,13.461,,,,
310,07/02/22 04:50:31 PM,13.461,,,,
311,07/02/22 05:05:31 PM,13.558,,,,
312,07/02/22 05:20:31 PM,13.558,,,,
313,07/02/22 05:35:31 PM,13.558,,,,
314,07/02/22 05:50:31 PM,13.558,,,,
315,07/02/22 06:05:31 PM,13.558,,,,
316,07/02/22 06:20:31 PM,13.558,,,,
317,07/02/22 06:35:31 PM,13.558,,,,
318,07/02/22 06:50:31 PM,13.558,,,,
319,07/02/22 07:05:31 PM,13.558,,,,
320,07/02/22 07:20:31 PM,13.558,,,,
321,07/02/22 07:35:31 PM,13.558,,,,
322,07/02/22 07:50:31 PM,13.558,,,,
323,07/02/22 08:05:31 PM,13.558,,,,
324,07/02/22 08:20:31 PM,13.558,,,,
325,07/02/22 08:35:31 PM,13.558,,,,
326,07/02/22 08:50:31 PM,13.558,,,,
327,07/02/22 09:05:31 PM,13.461,,,,
328,07/02/22 09:20:31 PM,13.461,,,,
329,07/02/22 09:35:31 PM,13.461,,,,
330,07/02/22 09:50:31 PM,13.461,,,,
331,07/02/22 10:05:31 PM,13.365,,,,
332,07/02/22 10:20:31 PM,13.365,,,,
333,07/02/22 10:35:31 PM,13.365,,,,
334,07/02/22 10:50:31 PM,13.365,,,,
335,07/02/22 11:05:31 PM,13.365,,,,
336,07/02/22 11:20:31 PM,13.269,,,,
337,07/02/22 11:35:31 PM,13.269,,,,
338,07/02/22 11:50:31 PM,13.269,,,,
339,07/03/22 12:05:31 AM,13.269,,,,
340,07/03/22 12:20:31 AM,13.173,,,,
341,07/03/22 12:35:31 AM,13.173,,,,
342,07/03/22 12:50:31 AM,13.173,,,,
343,07/03/22 01:05:31 AM,13.076,,,,
344,07/03/22 01:20:31 AM,13.076,,,,
345,07/03/22 01:35:31 AM,13.076,,,,
346,07/03/22 01:50:31 AM,13.076,,,,
347,07/03/22 02:05:31 AM,12.980,,,,
348,07/03/22 02:20:31 AM,12.980,,,,
349,07/03/22 02:35:31 AM,12.980,,,,
350,07/03/22 02:50:31 AM,12.980,,,,
351,07/03/22 03:05:31 AM,12.883,,,,
352,07/03/22 03:20:31 AM,12.883,,,,
353,07/03/22 03:35:31 AM,12.883,,,,
354,07/03/22 03:50:31 AM,12.883,,,,
355,07/03/22 04:05:31 AM,12.883,,,,
356,07/03/22 04:20:31 AM,12.883,,,,
357,07/03/22 04:35:31 AM,12.883,,,,
358,07/03/22 04:50:31 AM,12.883,,,,
359,07/03/22 05:05:31 AM,12.883,,,,
360,07/03/22 05:20:31 AM,12.883,,,,
361,07/03/22 05:35:31 AM,12.883,,,,
362,07/03/22 05:50:31 AM,12.883,,,,
363,07/03/22 06:05:31 AM,12.883,,,,
364,07/03/22 06:20:31 AM,12.883,,,,
365,07/03/22 06:35:31 AM,12.980,,,,
366,07/03/22 06:50:31 AM,12.980,,,,
367,07/03/22 07:05:31 AM,12.980,,,,
368,07/03/22 07:20:31 AM,12.980,,,,
369,07/03/22 07:35:31 AM,12.980,,,,
370,07/03/22 07:50:31 AM,13.076,,,,
371,07/03/22 08:05:31 AM,13.076,,,,
372,07/03/22 08:20:31 AM,13.076,,,,
373,07/03/22 08:35:31 AM,13.076,,,,
374,07/03/22 08:50:31 AM,13.173,,,,
375,07/03/22 09:05:31 AM,13.173,,,,
376,07/03/22 09:20:31 AM,13.173,,,,
377,07/03/22 09:35:31 AM,13.269,,,,
378,07/03/22 09:50:31 AM,13.269,,,,
379,07/03/22 10:05:31 AM,13.269,,,,
380,07/03/22 10:20:31 AM,13.269,,,,
381,07/03/22 10:35:31 AM,13.269,,,,
382,07/03/22 10:50:31 AM,13.269,,,,
383,07/03/22 11:05:31 AM,13.269,,,,
384,07/03/22 11:20:31 AM,13.269,,,,
385,07/03/22 11:35:31 AM,13.173,,,,
386,07/03/22 11:50:31 AM,13.173,,,,
387,07/03/22 12:05:31 PM,13.269,,,,
388,07/03/22 12:20:31 PM,13.269,,,,
389,07/03/22 12:35:31 PM,13.269,,,,
390,07/03/22 12:50:31 PM,13.365,,,,
391,07/03/22 01:05:31 PM,13.365,,,,
392,07/03/22 01:20:31 PM,20.996,,,,
393,07/03/22 01:35:31 PM,23.388,,,,
394,07/03/22 01:43:25 PM,,,Logged,Logged,
395,07/03/22 01:43:42 PM,,Logged,,,
396,07/03/22 01:50:31 PM,14.134,,,,
397,07/03/22 02:05:31 PM,13.461,,,,
398,07/03/22 02:20:31 PM,13.461,,,,
399,07/03/22 02:35:31 PM,13.461,,,,
400,07/03/22 02:50:31 PM,13.461,,,,
401,07/03/22 03:05:31 PM,13.461,,,,
402,07/03/22 03:20:31 PM,13.461,,,,
403,07/03/22 03:35:31 PM,13.558,,,,
404,07/03/22 03:50:31 PM,13.558,,,,
405,07/03/22 04:05:31 PM,13.558,,,,
406,07/03/22 04:20:31 PM,13.558,,,,
407,07/03/22 04:35:31 PM,13.558,,,,
408,07/03/22 04:50:31 PM,13.654,,,,
409,07/03/22 05:05:31 PM,13.654,,,,
410,07/03/22 05:20:31 PM,13.654,,,,
411,07/03/22 05:35:31 PM,13.654,,,,
412,07/03/22 05:50:31 PM,13.750,,,,
413,07/03/22 06:05:31 PM,13.750,,,,
414,07/03/22 06:20:31 PM,13.654,,,,
415,07/03/22 06:35:31 PM,13.654,,,,
416,07/03/22 06:50:31 PM,13.654,,,,
417,07/03/22 07:05:31 PM,13.654,,,,
418,07/03/22 07:20:31 PM,13.654,,,,
419,07/03/22 07:35:31 PM,13.654,,,,
420,07/03/22 07:50:31 PM,13.558,,,,
421,07/03/22 08:05:31 PM,13.558,,,,
422,07/03/22 08:20:31 PM,13.558,,,,
423,07/03/22 08:35:31 PM,13.461,,,,
424,07/03/22 08:50:31 PM,13.461,,,,
425,07/03/22 09:05:31 PM,13.461,,,,
426,07/03/22 09:20:31 PM,13.365,,,,
427,07/03/22 09:35:31 PM,13.365,,,,
428,07/03/22 09:50:31 PM,13.269,,,,
429,07/03/22 10:05:31 PM,13.269,,,,
430,07/03/22 10:20:31 PM,13.269,,,,
431,07/03/22 10:35:31 PM,13.173,,,,
432,07/03/22 10:50:31 PM,13.173,,,,
433,07/03/22 11:05:31 PM,13.076,,,,
434,07/03/22 11:20:31 PM,13.076,,,,
435,07/03/22 11:35:31 PM,12.980,,,,
436,07/03/22 11:50:31 PM,12.883,,,,
437,07/04/22 12:05:31 AM,12.883,,,,
438,07/04/22 12:20:31 AM,12.883,,,,
439,07/04/22 12:35:31 AM,12.787,,,,
440,07/04/22 12:50:31 AM,12.690,,,,
441,07/04/22 01:05:31 AM,12.690,,,,
442,07/04/22 01:20:31 AM,12.690,,,,
443,07/04/22 01:35:31 AM,12.594,,,,
444,07/04/22 01:50:31 AM,12.594,,,,
445,07/04/22 02:05:31 AM,12.497,,,,
446,07/04/22 02:20:31 AM,12.497,,,,
447,07/04/22 02:35:31 AM,12.497,,,,
448,07/04/22 02:50:31 AM,12.497,,,,
449,07/04/22 03:05:31 AM,12.401,,,,
450,07/04/22 03:20:31 AM,12.401,,,,
451,07/04/22 03:35:31 AM,12.401,,,,
452,07/04/22 03:50:31 AM,12.401,,,,
453,07/04/22 04:05:31 AM,12.304,,,,
454,07/04/22 04:20:31 AM,12.304,,,,
455,07/04/22 04:35:31 AM,12.304,,,,
456,07/04/22 04:50:31 AM,12.304,,,,
457,07/04/22 05:05:31 AM,12.207,,,,
458,07/04/22 05:20:31 AM,12.207,,,,
459,07/04/22 05:35:31 AM,12.207,,,,
460,07/04/22 05:50:31 AM,12.207,,,,
461,07/04/22 06:05:31 AM,12.207,,,,
462,07/04/22 06:20:31 AM,12.110,,,,
463,07/04/22 06:35:31 AM,12.110,,,,
464,07/04/22 06:50:31 AM,12.110,,,,
465,07/04/22 07:05:31 AM,12.110,,,,
466,07/04/22 07:20:31 AM,12.110,,,,
467,07/04/22 07:35:31 AM,12.207,,,,
468,07/04/22 07:50:31 AM,12.207,,,,
469,07/04/22 08:05:31 AM,12.207,,,,
470,07/04/22 08:20:31 AM,12.304,,,,
471,07/04/22 08:35:31 AM,12.304,,,,
472,07/04/22 08:50:31 AM,12.401,,,,
473,07/04/22 09:05:31 AM,12.497,,,,
474,07/04/22 09:20:31 AM,12.594,,,,
475,07/04/22 09:35:31 AM,12.594,,,,
476,07/04/22 09:50:31 AM,12.690,,,,
477,07/04/22 10:05:31 AM,12.787,,,,
478,07/04/22 10:20:31 AM,12.883,,,,
479,07/04/22 10:35:31 AM,12.980,,,,
480,07/04/22 10:50:31 AM,12.980,,,,
481,07/04/22 11:05:31 AM,13.076,,,,
482,07/04/22 11:20:31 AM,13.076,,,,
483,07/04/22 11:35:31 AM,13.173,,,,
484,07/04/22 11:50:31 AM,13.173,,,,
485,07/04/22 12:05:31 PM,13.269,,,,
486,07/04/22 12:20:31 PM,13.269,,,,
487,07/04/22 12:35:31 PM,13.365,,,,
488,07/04/22 12:50:31 PM,13.365,,,,
489,07/04/22 01:05:31 PM,13.461,,,,
490,07/04/22 01:20:31 PM,13.461,,,,
491,07/04/22 01:35:31 PM,13.461,,,,
492,07/04/22 01:50:31 PM,13.558,,,,
493,07/04/22 02:05:31 PM,13.558,,,,
494,07/04/22 02:20:31 PM,13.654,,,,
495,07/04/22 02:35:31 PM,13.654,,,,
496,07/04/22 02:50:31 PM,13.654,,,,
497,07/04/22 03:05:31 PM,13.654,,,,
498,07/04/22 03:20:31 PM,13.654,,,,
499,07/04/22 03:35:31 PM,13.654,,,,
500,07/04/22 03:50:31 PM,13.654,,,,
501,07/04/22 04:05:31 PM,13.654,,,,
502,07/04/22 04:20:31 PM,13.654,,,,
503,07/04/22 04:35:31 PM,13.654,,,,
504,07/04/22 04:50:31 PM,13.654,,,,
505,07/04/22 05:05:31 PM,13.654,,,,
506,07/04/22 05:20:31 PM,13.654,,,,
507,07/04/22 05:35:31 PM,13.558,,,,
508,07/04/22 05:50:31 PM,13.654,,,,
509,07/04/22 06:05:31 PM,13.558,,,,
510,07/04/22 06:20:31 PM,13.558,,,,
511,07/04/22 06:35:31 PM,13.558,,,,
512,07/04/22 06:50:31 PM,13.558,,,,
513,07/04/22 07:05:31 PM,13.558,,,,
514,07/04/22 07:20:31 PM,13.558,,,,
515,07/04/22 07:35:31 PM,13.461,,,,
516,07/04/22 07:50:31 PM,13.461,,,,
517,07/04/22 08:05:31 PM,13.461,,,,
518,07/04/22 08:20:31 PM,13.365,,,,
519,07/04/22 08:35:31 PM,13.365,,,,
520,07/04/22 08:50:31 PM,13.365,,,,
521,07/04/22 09:05:31 PM,13.269,,,,
522,07/04/22 09:20:31 PM,13.269,,,,
523,07/04/22 09:35:31 PM,13.269,,,,
524,07/04/22 09:50:31 PM,13.173,,,,
525,07/04/22 10:05:31 PM,13.173,,,,
526,07/04/22 10:20:31 PM,13.173,,,,
527,07/04/22 10:35:31 PM,13.076,,,,
528,07/04/22 10:50:31 PM,13.076,,,,
529,07/04/22 11:05:31 PM,13.076,,,,
530,07/04/22 11:20:31 PM,13.076,,,,
531,07/04/22 11:35:31 PM,12.980,,,,
532,07/04/22 11:50:31 PM,12.883,,,,
533,07/05/22 12:05:31 AM,12.883,,,,
534,07/05/22 12:20:31 AM,12.883,,,,
535,07/05/22 12:35:31 AM,12.787,,,,
536,07/05/22 12:50:31 AM,12.787,,,,
537,07/05/22 01:05:31 AM,12.690,,,,
538,07/05/22 01:20:31 AM,12.690,,,,
539,07/05/22 01:35:31 AM,12.594,,,,
540,07/05/22 01:50:31 AM,12.594,,,,
541,07/05/22 02:05:31 AM,12.497,,,,
542,07/05/22 02:20:31 AM,12.497,,,,
543,07/05/22 02:35:31 AM,12.497,,,,
544,07/05/22 02:50:31 AM,12.401,,,,
545,07/05/22 03:05:31 AM,12.401,,,,
546,07/05/22 03:20:31 AM,12.401,,,,
547,07/05/22 03:35:31 AM,12.304,,,,
548,07/05/22 03:50:31 AM,12.304,,,,
