"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0002945","fatty acid with more than 18 carbons",56,2,3.1,"0.84410","1.00e+00"
"LION:0002955","fatty acid with 16 carbons",32,1,1.77,"0.84994","1.00e+00"
"LION:0000466","positive intrinsic curvature",34,1,1.88,"0.86746","1.00e+00"
"LION:0000467","contains ether-bond",39,1,2.16,"0.90313","1.00e+00"
"LION:0012009","lipid-mediated signalling",48,1,2.65,"0.94554","1.00e+00"
"LION:0002968","saturated fatty acid",49,1,2.71,"0.94896","1.00e+00"
"LION:0000011","glycerophosphoethanolamines [GP02]",55,1,3.04,"0.96557","1.00e+00"
"LION:0000622","triacylglycerols [GL0301]",55,1,3.04,"0.96557","1.00e+00"
"LION:0012011","lipid storage",55,1,3.04,"0.96557","1.00e+00"
"LION:0012084","lipid droplet",55,1,3.04,"0.96557","1.00e+00"
"LION:0012081","mitochondrion",58,1,3.21,"0.97179","1.00e+00"
"LION:0000002","glycerolipids [GL]",59,1,3.26,"0.97362","1.00e+00"
"LION:0000094","headgroup with neutral charge",64,1,3.54,"0.98118","1.00e+00"
"LION:0002948","fatty acid with 16-18 carbons",73,1,4.04,"0.98988","1.00e+00"
"LION:0000100","fatty acid with 18 carbons or less",75,1,4.15,"0.99121","1.00e+00"
"LION:0000464","negative intrinsic curvature",76,1,4.2,"0.99181","1.00e+00"
"LION:0002966","fatty acid with less than 2 double bonds",80,1,4.42,"0.99384","1.00e+00"
"LION:0000001","fatty acids [FA]",8,0,0.44,"1.00000","1.00e+00"
"LION:0000004","sphingolipids [SP]",61,0,3.37,"1.00000","1.00e+00"
"LION:0000013","glycerophosphoserines [GP03]",8,0,0.44,"1.00000","1.00e+00"
"LION:0000032","1-(1z-alkenyl),2-acylglycerophosphocholines [GP0103]",24,0,1.33,"1.00000","1.00e+00"
"LION:0000039","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",16,0,0.88,"1.00000","1.00e+00"
"LION:0000040","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",8,0,0.44,"1.00000","1.00e+00"
"LION:0000042","monoacylglycerophosphoethanolamines [GP0205]",7,0,0.39,"1.00000","1.00e+00"
"LION:0000047","diacylglycerophosphoinositols [GP0601]",11,0,0.61,"1.00000","1.00e+00"
"LION:0000053","diacylglycerophosphoserines [GP0301]",7,0,0.39,"1.00000","1.00e+00"
"LION:0000059","diacylglycerophosphoglycerols [GP0401]",3,0,0.17,"1.00000","1.00e+00"
"LION:0000084","ceramide phosphocholines (sphingomyelins) [SP0301]",31,0,1.71,"1.00000","1.00e+00"
"LION:0000093","headgroup with negative charge",30,0,1.66,"1.00000","1.00e+00"
"LION:0000259","C14:0",3,0,0.17,"1.00000","1.00e+00"
"LION:0000607","diacylglycerols [GL0201]",4,0,0.22,"1.00000","1.00e+00"
"LION:0001734","contains vinyl ether bond (plasmalogen)",32,0,1.77,"1.00000","1.00e+00"
"LION:0001735","very low transition temperature",10,0,0.55,"1.00000","1.00e+00"
"LION:0001739","very high transition temperature",5,0,0.28,"1.00000","1.00e+00"
"LION:0001742","fatty acids and conjugates [FA01]",8,0,0.44,"1.00000","1.00e+00"
"LION:0002900","C16:1",11,0,0.61,"1.00000","1.00e+00"
"LION:0002921","C18:0",16,0,0.88,"1.00000","1.00e+00"
"LION:0002922","C18:1",23,0,1.27,"1.00000","1.00e+00"
"LION:0002923","C18:2",13,0,0.72,"1.00000","1.00e+00"
"LION:0002925","C20:0",3,0,0.17,"1.00000","1.00e+00"
"LION:0002926","C20:1",4,0,0.22,"1.00000","1.00e+00"
"LION:0002927","C20:2",3,0,0.17,"1.00000","1.00e+00"
"LION:0002930","C20:5",5,0,0.28,"1.00000","1.00e+00"
"LION:0002935","C22:4",4,0,0.22,"1.00000","1.00e+00"
"LION:0002937","C22:6",13,0,0.72,"1.00000","1.00e+00"
"LION:0002947","fatty acid with 13-15 carbons",4,0,0.22,"1.00000","1.00e+00"
"LION:0002950","fatty acid with 22-24 carbons",24,0,1.33,"1.00000","1.00e+00"
"LION:0002951","fatty acid with more than 24 carbons",3,0,0.17,"1.00000","1.00e+00"
"LION:0002956","fatty acid with 17 carbons",3,0,0.17,"1.00000","1.00e+00"
"LION:0002957","fatty acid with 18 carbons",50,0,2.76,"1.00000","1.00e+00"
"LION:0002958","fatty acids with 19 carbons",3,0,0.17,"1.00000","1.00e+00"
"LION:0002961","fatty acid with 22 carbons",22,0,1.22,"1.00000","1.00e+00"
"LION:0002969","monounsaturated fatty acid",40,0,2.21,"1.00000","1.00e+00"
"LION:0002970","fatty acid with 2 double bonds",18,0,0.99,"1.00000","1.00e+00"
"LION:0002971","fatty acid with 3 double bonds",4,0,0.22,"1.00000","1.00e+00"
"LION:0012017","hexosylceramides",5,0,0.28,"1.00000","1.00e+00"
"LION:0012082","plasma membrane",65,0,3.59,"1.00000","1.00e+00"
"LION:0012086","endosome/lysosome",32,0,1.77,"1.00000","1.00e+00"
"LION:0012441","N-acylsphingosines (ceramides) [SP0201]",25,0,1.38,"1.00000","1.00e+00"
"LION:0071625","PE(O-38:7)",3,0,0.17,"1.00000","1.00e+00"
"LION:0080968","very low bilayer thickness",12,0,0.66,"1.00000","1.00e+00"
"LION:0080971","high bilayer thickness",10,0,0.55,"1.00000","1.00e+00"
"LION:0080972","very high bilayer thickness",3,0,0.17,"1.00000","1.00e+00"
"LION:0080974","above average bilayer thickness",12,0,0.66,"1.00000","1.00e+00"
"LION:0080977","low lateral diffusion",14,0,0.77,"1.00000","1.00e+00"
"LION:0080980","very high lateral diffusion",15,0,0.83,"1.00000","1.00e+00"
"LION:0080981","below average lateral diffusion",16,0,0.88,"1.00000","1.00e+00"
