lipid	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative	p.adj	PubChem.CID	Chemical.Name	INCHIKEY
LPE O-18:1 	-0.339823991191143	7.5120457644437	7.85186975563484	-2.08952072200494	0.0444937630673655	32.8119764989519	-0.670774356388726	-0.00887362599356064	Welch Two Sample t-test	two.sided	0.0491079310891664	477577455	LPE O-18:1	CDONWGCJDDHTLP-KTKRTIGZNA-N
LPS 18:0 	0.345236966354173	6.72222400375555	6.37698703740138	2.85554240353842	0.00696242754498551	37.5245292726992	0.100384488694216	0.590089444014131	Welch Two Sample t-test	two.sided	0.00928315673120529	478094547	LPS 18:0	ZPDQFUYPBVXUKS-UHFFFAOYNA-N
PC 16:0_18:2 	0.447852909765004	8.69117396274053	8.24332105297553	3.79859536247495	0.000892283568435082	23.6518808736822	0.204330406998758	0.69137541253125	Welch Two Sample t-test	two.sided	0.0017966250229301	122218	[3-(1-oxohexadecoxy)-2-(1-oxooctadeca-9,12-dienoxy)propyl] 2-(trimethylammonio)ethyl phosphate	JLPULHDHAOZNQI-UHFFFAOYSA-N
PC 18:0_18:1 	-0.40567612179419	8.57780001985442	8.98347614164861	-3.12134103079249	0.00474361406083451	23.3419938684618	-0.674318717966619	-0.137033525621762	Welch Two Sample t-test	two.sided	0.00660559341181628	3033933	(3-Octadecanoyloxy-2-octadec-9-enoyloxypropyl) 2-(trimethylazaniumyl)ethyl phosphate	ATHVAWFAEPLPPQ-UHFFFAOYSA-N
PC 18:2_20:5 	0.779478570582677	9.1308820825659	8.35140351198323	5.50658600235982	2.03601936098672e-05	20.3685716003767	0.484544522347737	1.07441261881762	Welch Two Sample t-test	two.sided	0.000179122878270089	24778981	[2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	HRBNRYBXXRPMKP-OMCHRGCMSA-N
PC 19:1 	-1.1369585633695	12.1697504282713	13.3067089916408	-5.09404636111669	2.3133449971483e-05	27.2235272262821	-1.59473813158968	-0.679178995149313	Welch Two Sample t-test	two.sided	0.000179122878270089	138312775	[3-acetyloxy-2-[(Z)-heptadec-9-enoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	ZHAHTCLACAJNQI-SEYXRHQNSA-N
PC 31:1 	1.04894343449584	14.0117955942132	12.9628521597173	3.72501349867729	0.000706008781357181	34.0337872297141	0.476695417639183	1.6211914513525	Welch Two Sample t-test	two.sided	0.00157007923018239	24778657	1-pentadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine	QFVHCMLUKNHDSH-WTWBAFHPSA-N
PC 32:1 Isomer A	1.11390910744758	16.4909437470697	15.3770346396221	4.89368998136453	4.52220529314634e-05	25.8299727643126	0.645876448744137	1.58194176615103	Welch Two Sample t-test	two.sided	0.000240645924528144	6443788	1-Palmitoyl-2-palmitoleoyl-sn-glycero-3-phosphocholine	QIBZFHLFHCIUOT-NPBIGWJUSA-N
PC 32:1 Isomer B	0.710017962099235	10.2238556874537	9.5138377253545	4.5885725588824	8.84624383797758e-05	27.5169982469877	0.39280452911461	1.02723139508386	Welch Two Sample t-test	two.sided	0.000366136203294072	6443090	1-Palmitoyl-2-palmitoleoylphosphatidylcholine	QIBZFHLFHCIUOT-ZPHPHTNESA-N
PC 32:2 Isomer A	0.907985004448504	13.2597356768948	12.3517506724463	3.70508264741354	0.000976576108337685	26.6170520365787	0.40481503247888	1.41115497641813	Welch Two Sample t-test	two.sided	0.0019146031597673	24778764	1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine	GPWHCUUIQMGELX-VHQDNGOZSA-N
PC 32:2 Isomer B	0.569777663917149	8.3154692463351	7.74569158241795	3.38051353457366	0.00203320266415795	29.8501661710388	0.225484940878096	0.914070386956202	Welch Two Sample t-test	two.sided	0.00322284252084611	24778764	1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine	GPWHCUUIQMGELX-VHQDNGOZSA-N
PC 33:1 Isomer A	0.955218793078432	16.1915170262989	15.2362982332205	3.97940184991914	0.000331016808320157	35.0292969868738	0.467924636062601	1.44251295009426	Welch Two Sample t-test	two.sided	0.000948490469994296	52922442	1-(9Z-hexadecenoyl)-2-heptadecanoyl-glycero-3-phosphocholine	OFRWLQSOUIZELQ-VEAYGOGPSA-N
PC 33:1 Isomer B	0.553495427179556	9.72374016449757	9.17024473731802	3.01443501608782	0.0046198653072612	37.1629439378134	0.181511191483161	0.92547966287595	Welch Two Sample t-test	two.sided	0.00649396161115018	24778662	1-pentadecanoyl-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine	GXTATYLPYLLNLV-MGIDVFSBSA-N
PC 33:2 Isomer A	1.24333376685209	14.9320282641511	13.688694497299	5.52892931028375	8.77721244523103e-06	25.6330295620205	0.78076842275764	1.70589911094655	Welch Two Sample t-test	two.sided	0.000116575874461059	52922715	1-(9Z,12Z-octadecadienoyl)-2-pentadecanoyl-glycero-3-phosphocholine	SBNDHGBVMZMSNL-UESLNCBNSA-N
PC 33:2 Isomer B	0.49308995920295	8.147673076288	7.65458311708505	4.47010418197547	9.76071646047856e-05	30.9722898246783	0.26810637272886	0.71807354567704	Welch Two Sample t-test	two.sided	0.000382722829634554	52922715	1-(9Z,12Z-octadecadienoyl)-2-pentadecanoyl-glycero-3-phosphocholine	SBNDHGBVMZMSNL-UESLNCBNSA-N
PC 34:0	-0.51331712891241	12.2596731804432	12.7729903093556	-3.23510513236516	0.00370924681479303	22.6363173873285	-0.841845000304786	-0.184789257520035	Welch Two Sample t-test	two.sided	0.00547205718221942	24778686	1-Hexadecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine	PZNPLUBHRSSFHT-RRHRGVEJSA-N
PC 34:2 Isomer A	0.896262682436637	16.0546735197505	15.1584108373139	4.23676686542984	0.000295524859692071	23.7103112806672	0.459374827181693	1.33315053769158	Welch Two Sample t-test	two.sided	0.000863396158708208	5287971	Lecithin	JLPULHDHAOZNQI-ZTIMHPMXSA-N
PC 34:2 Isomer B	0.506587758061366	9.94720386594041	9.44061610787905	3.83040946167811	0.000730110214926258	25.8997599716036	0.234684129103667	0.778491387019066	Welch Two Sample t-test	two.sided	0.00159980032388254	5287971	Lecithin	JLPULHDHAOZNQI-ZTIMHPMXSA-N
PC 34:3 	0.777093260042139	8.04032221901887	7.26322895897673	5.85755024544891	2.7035354112372e-06	27.9535376134245	0.505320501408825	1.04886601867545	Welch Two Sample t-test	two.sided	6.71377960457238e-05	24778699	PC(16:0/18:3(6Z,9Z,12Z))	CNNSEHUKQJCGTE-UPPWDXJYSA-N
PC 34:3 Isomer B 	1.03248947249924	14.0855190350819	13.0530295625826	4.12360813812305	0.000398443045918869	23.5222360915586	0.515164293304398	1.54981465169408	Welch Two Sample t-test	two.sided	0.0010994076637391	52923213	PC(20:3(8Z,11Z,14Z)/14:0)	VKVSSDKCKXJFIM-AFYHZPHLSA-N
PC 34:4 Isomer A	0.916794620883442	12.5950336429441	11.6782390220607	3.47110283719524	0.00170955762748959	27.8233252785571	0.375610415578745	1.45797882618814	Welch Two Sample t-test	two.sided	0.00289459189199941	52922891	PC(18:4(6Z,9Z,12Z,15Z)/16:0)	YWDDIWXKFJEMKF-JTZVLWBESA-N
PC 34:4 Isomer B 	0.442983277418761	7.74666028529687	7.30367700787811	3.61526764032998	0.00107934896332547	30.1775825487536	0.192802808114944	0.693163746722577	Welch Two Sample t-test	two.sided	0.00206183327609609	52922891	PC(18:4(6Z,9Z,12Z,15Z)/16:0)	YWDDIWXKFJEMKF-JTZVLWBESA-N
PC 35:2 	0.359612051845058	8.94558848291487	8.58597643106981	2.75055911954603	0.00982802689434354	31.1016687038313	0.0929984574863183	0.626225646203798	Welch Two Sample t-test	two.sided	0.0123056807332537	52922491	1-heptadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	ZSKWZJYUVZYDQU-WESJWMGVSA-N
PC 35:2 Isomer B 	0.78385151977816	15.2275171275144	14.4436656077362	3.50202010037258	0.00135260113955801	32.8717415609913	0.328401728109589	1.23930131144673	Welch Two Sample t-test	two.sided	0.0023992567832636	52922721	1-(9Z,12Z-octadecadienoyl)-2-heptadecanoyl-glycero-3-phosphocholine	MJWAVUYQCBFFHQ-WESJWMGVSA-N
PC 35:3 	0.990535057701821	13.4097844410817	12.4192493833798	3.95417904093341	0.000397655604000638	32.0399344099845	0.480301392729087	1.50076872267456	Welch Two Sample t-test	two.sided	0.0010994076637391	52924614	PE(20:3(8Z,11Z,14Z)/18:0)	AYXGHIQPMDYMJC-AHMBLZLYSA-N
PC 35:4 Isomer A	0.848296078902235	14.0057410157982	13.157444936896	2.56662879477187	0.0143352655818849	37.9775386516049	0.179200886938166	1.51739127086631	Welch Two Sample t-test	two.sided	0.0173654843227712	52922204	1-tridecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphocholine	OROZWUJCDDCYAU-IPUAOQJZSA-N
PC 36:1 Isomer A	-0.564903921352867	14.7120178773698	15.2769217987227	-3.34255530134793	0.00257393461178376	25.4399691898939	-0.91266840082181	-0.217139441883924	Welch Two Sample t-test	two.sided	0.00397954491945476	24778825	1-Stearoyl-2-oleoyl-sn-glycero-3-phosphocholine	ATHVAWFAEPLPPQ-VRDBWYNSSA-N
PC 36:1 Isomer B	-0.473879997256553	9.57632630608047	10.050206303337	-3.66207098845207	0.00112374560687361	25.9503253968638	-0.739894786487489	-0.207865208025617	Welch Two Sample t-test	two.sided	0.0020929761928021	24778825	1-Stearoyl-2-oleoyl-sn-glycero-3-phosphocholine	ATHVAWFAEPLPPQ-VRDBWYNSSA-N
PC 36:4 Isomer A 	1.17889828541059	15.3594484874735	14.180550202063	5.03531842786494	3.01277537480723e-05	26.1570532529933	0.697786271499715	1.66001029932146	Welch Two Sample t-test	two.sided	0.000204047059475581	52922783	PC(18:3(6Z,9Z,12Z)/18:1(9Z))	NKQPOVROGSWLTO-NVPMBMBWSA-N
PC 36:4 Isomer B	0.666990718322936	15.0006486242393	14.3336579059163	3.42810938380251	0.0020146402449591	26.2789272184218	0.267262762949225	1.06671867369665	Welch Two Sample t-test	two.sided	0.00322284252084611	10747814	Phosphatidylcholine(16:0/20:4w6)	IIZPXYDJLKNOIY-JXPKJXOSSA-N
PC 36:5 Isomer A 	0.95485818982354	12.4265532969297	11.4716951071062	4.45125635296529	0.000145688739826897	25.7584986373965	0.513716416033484	1.3959999636136	Welch Two Sample t-test	two.sided	0.000529454200834333	52923341	PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)	SUZYROYNFNQALJ-MHEIZRSESA-N
PC 36:5 Isomer B 	0.933577871017826	10.4410828798239	9.50750500880603	6.01955443605844	1.65351229430817e-06	28.3443830476761	0.616062451387943	1.25109329064771	Welch Two Sample t-test	two.sided	4.94069161945347e-05	24778771	PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))	DYDDZDMJSQYFGN-OIVUZXIWSA-N
PC 36:5 Isomer C 	0.771449143771134	13.2950782374201	12.523629093649	2.87122782579902	0.00834931425699871	24.2897751409846	0.217265255988619	1.32563303155365	Welch Two Sample t-test	two.sided	0.0108178071677635	52923341	PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)	SUZYROYNFNQALJ-MHEIZRSESA-N
PC 36:5 Isomer D 	1.08471310204073	16.9600933507324	15.8753802486917	5.10147048912084	2.28938425899144e-05	27.1274828182712	0.648533346543387	1.52089285753808	Welch Two Sample t-test	two.sided	0.000179122878270089	52923341	PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)	SUZYROYNFNQALJ-MHEIZRSESA-N
PC 36:6 	1.24807048588421	13.5896897828343	12.3416192969501	4.61211801792923	0.00015487990032097	20.7395660907317	0.684882240144931	1.8112587316235	Welch Two Sample t-test	two.sided	0.000549454884472014	52922847	PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))	SPWBDEZMKCRQSX-NGPPOSSDSA-N
PC 38:6 Isomer A 	0.543313882261121	16.9576053387796	16.4142914565184	2.90217486083022	0.00717622636508411	27.780989609368	0.159696941643186	0.926930822879055	Welch Two Sample t-test	two.sided	0.00937945375787309	52923295	PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))	PLZBTDKJYHXIEW-DZUXOTHRSA-N
PC 38:6 Isomer B	0.454652593995855	10.0324447281631	9.57779213416728	3.15308104812938	0.00369193006068547	29.5462350664154	0.159981191254959	0.74932399673675	Welch Two Sample t-test	two.sided	0.00547205718221942	53478789	PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))	RUHBZJXWUDKAMZ-XXAGCNFXSA-N
PC 38:7 	1.24776673957863	14.739739474195	13.4919727346164	5.07704311093679	2.22768308789165e-05	28.0891619083142	0.74440902064529	1.75112445851197	Welch Two Sample t-test	two.sided	0.000179122878270089	53479075	PC(20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))	BNNUJTATKJXKJP-XCDHYEIISA-N
PC 38:8 	1.79422769168726	11.7687159178027	9.97448822611545	2.4783291888811	0.0243848453047345	16.4470930401353	0.262870666058153	3.32558471731636	Welch Two Sample t-test	two.sided	0.0279487842338881	138163135	[2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-[(9Z,12Z)-hexadeca-9,12-dienoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	GQTMDGAVIYVIDL-RVTNGMKESA-N
PC 39:6 	1.09884956056508	15.0969224373063	13.9980728767413	4.39735886022699	0.00024493020884355	21.2629506799215	0.579568940077149	1.618130181053	Welch Two Sample t-test	two.sided	0.000760304189951854	52922637	1-(9Z,12Z-heptadecadienoyl)-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphocholine	QMCWOGICYCFNBF-BWHZRABLSA-N
PC 40:7 	0.686584896666028	10.0842774379685	9.39769254130246	4.3627200487388	0.000239928870449971	22.4065288452616	0.360551239503013	1.01261855382904	Welch Two Sample t-test	two.sided	0.000760304189951854	133026127	(2-Docosa-4,7,10,13,16,19-hexaenoyloxy-3-octadec-9-enoyloxypropyl) 2-(trimethylazaniumyl)ethyl phosphate	FPEVDFOXMCHLKL-UHFFFAOYSA-N
PC 40:7 Isomer A 	0.711016191491343	14.951486998086	14.2404708065947	2.98343556843656	0.00647700669533451	23.8762569355784	0.219010302338744	1.20302208064394	Welch Two Sample t-test	two.sided	0.00893587034819299	24778982	PC(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))	BPUROMFCPFGBOT-ZEGPSQTJSA-N
PC 40:7 Isomer B 	1.00915101242741	16.6766219135418	15.6674709011144	4.14411231429734	0.000444025833998722	21.4355453644192	0.50336091233746	1.51494111251735	Welch Two Sample t-test	two.sided	0.00118062789225388	24778982	PC(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))	BPUROMFCPFGBOT-ZEGPSQTJSA-N
PC 40:8 Isomer A	1.01205878748718	14.899453799726	13.8873950122389	4.24584506824078	0.000280335894951184	24.109777729413	0.520217126223383	1.50390044875098	Welch Two Sample t-test	two.sided	0.000835400966954529	53479127	PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))	SIMZOWLEIOYZJX-VRCXRDLJSA-N
PC 40:8 Isomer B	0.630045163669301	9.11954801092012	8.48950284725082	3.65762838210287	0.00118844752748033	24.9692007865825	0.27525694242113	0.984833384917473	Welch Two Sample t-test	two.sided	0.00213347809150084	53479093	PC(20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z))	BFCSBEFTXQRIOJ-IMYLGOOQSA-N
PC O-18:0_16:0 	-0.780204965550336	6.88947339024321	7.66967835579355	-5.68633457581419	1.10226962297091e-05	21.5310767883609	-1.06511462646581	-0.49529530463486	Welch Two Sample t-test	two.sided	0.000126337056786665	24779324	3-(Octadecyloxy)-2-(palmitoyloxy)propyl 2-(trimethylammonio)ethyl phosphate	GTFLTTXDLGEBAI-UHFFFAOYSA-N
PC O-18:1_20:4 	0.338079429296332	8.96596216300588	8.62788273370955	3.25509600521902	0.00293332388236041	28.3375244621798	0.125442722048286	0.550716136544379	Welch Two Sample t-test	two.sided	0.00441480059062324	24779390	1-(1-enyl-stearoyl)-2-arachidonoyl-sn-glycero-3-phosphocholine	FHHVIBPVBBRLOR-IYACIECVSA-N
PC O-31:0	-0.525660997982488	13.3459024940592	13.8715634920417	-3.17650438123622	0.00378007788997898	26.3489829284696	-0.865599320072572	-0.185722675892404	Welch Two Sample t-test	two.sided	0.00552187848634184	164334893	(3-Octoxy-2-tricosanoyloxypropyl) 2-(trimethylazaniumyl)ethyl phosphate	MARQLCZUTCPJHC-UHFFFAOYSA-N
PC O-31:0|PC O-15:0_16:0	-0.42286507329541	12.1382611435417	12.5611262168371	-2.42522437023915	0.0210109118873416	32.5765389597848	-0.777780897674245	-0.0679492489165755	Welch Two Sample t-test	two.sided	0.0246505974111331	165289337	(2-Hexadecanoyloxy-3-pentadecoxypropyl) 2-(trimethylazaniumyl)ethyl phosphate	RPJBSPVVDIKMBV-UHFFFAOYSA-N
PC O-32:0 	-0.387380102946913	12.0341630042639	12.4215431072108	-2.4443106636573	0.0213125844600182	27.047202117828	-0.71253247751371	-0.0622277283801169	Welch Two Sample t-test	two.sided	0.0248091803479899	173570	1-Palmitoyl-2-hexadecyl-sn-glycero-3-phosphocholine	SVWBXNAUENUONE-LDLOPFEMSA-N
PC O-33:0 	-0.605593923728561	11.9995081677583	12.6051020914869	-3.78508051305089	0.000905068125356275	24.004943362923	-0.935803757613336	-0.275384089843786	Welch Two Sample t-test	two.sided	0.0017980686757078	164333045	(3-Octoxy-2-pentacosanoyloxypropyl) 2-(trimethylazaniumyl)ethyl phosphate	LXEGSWFXNDUGIV-UHFFFAOYSA-N
