"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"phenylethylamine","Phenylethylamine","HMDB0012275","1001","C05332","NCCC1=CC=CC=C1","1"
"putrescine","Putrescine","HMDB0001414","1045","C00134","NCCCCN","1"
"serine","Serine","HMDB0000187","5951","C00065","N[C@@H](CO)C(O)=O","1"
"3-Aminopiperidine-2,6-dione","NA","NA","NA","NA","NA","0"
"glycine","Glycine","HMDB0000123","750","C00037","NCC(O)=O","1"
"citrulline","Citrulline","HMDB0000904","9750","C00327","N[C@@H](CCCNC(N)=O)C(O)=O","1"
"alpha-ketoglutarate","Oxoglutaric acid","HMDB0000208","51","C00026","OC(=O)CCC(=O)C(O)=O","1"
"threonine","L-Threonine","HMDB0000167","6288","C00188","C[C@@H](O)[C@H](N)C(O)=O","1"
"heptadecanoic acid","Heptadecanoic acid","HMDB0002259","10465",NA,"CCCCCCCCCCCCCCCCC(O)=O","1"
"taurine","Taurine","HMDB0000251","1123","C00245","NCCS(O)(=O)=O","1"
"asparagine","L-Asparagine","HMDB0000168","6267","C00152","N[C@@H](CC(N)=O)C(O)=O","1"
"tyrosine","L-Tyrosine","HMDB0000158","6057","C00082","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"hydroquinone","Hydroquinone","HMDB0002434","785","C00530","OC1=CC=C(O)C=C1","1"
"xylitol","D-Xylitol","HMDB0002917","6912","C00379","OC[C@H](O)[C@@H](O)[C@H](O)CO","1"
"tryptophan","L-Tryptophan","HMDB0000929","6305","C00078","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"N-acetylputrescine","N-Acetylputrescine","HMDB0002064","122356","C02714","CC(=O)NCCCCN","1"
"N-alpha-acetyllysine","N-alpha-Acetyl-L-lysine","HMDB0000446","92907","C12989","CC(=O)N[C@@H](CCCCN)C(O)=O","1"
"ribose-5-phosphate","NA","NA","NA","NA","NA","0"
"methionine sulfoxide","Methionine sulfoxide","HMDB0002005","158980","C02989","CS(=O)CC[C@H](N)C(O)=O","1"
"2-ketoisocaproic acid","Ketoleucine","HMDB0000695","70","C00233","CC(C)CC(=O)C(O)=O","1"
"adipic acid","Adipic acid","HMDB0000448","196","C06104","OC(=O)CCCCC(O)=O","1"
"4-hydroxybenzoate","4-Hydroxybenzoic acid","HMDB0000500","135","C00156","OC(=O)C1=CC=C(O)C=C1","1"
"ornithine","Ornithine","HMDB0000214","6262","C00077","NCCC[C@H](N)C(O)=O","1"
"N-acetylgalactosamine","N-Acetylgalactosamine","HMDB0000212","84265","C01132","CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O","1"
"alpha-aminoadipic acid","Aminoadipic acid","HMDB0000510","92136","C00956","N[C@@H](CCCC(O)=O)C(O)=O","1"
"arachidic acid","Arachidic acid","HMDB0002212","10467","C06425","CCCCCCCCCCCCCCCCCCCC(O)=O","1"
"5-methoxytryptamine","5-Methoxytryptamine","HMDB0004095","1833","C05659","COC1=CC2=C(NC=C2CCN)C=C1","1"
"glutamate","Glutamic acid","HMDB0000148","33032","C00025","N[C@@H](CCC(O)=O)C(O)=O","1"
"lysine","Lysine","HMDB0000182","5962","C00047","NCCCC[C@H](N)C(O)=O","1"
"cytosine","Cytosine","HMDB0000630","597","C00380","NC1=CC=NC(=O)N1","1"
"dimethylglycine","Dimethylglycine","HMDB0000092","673","C01026","CN(C)CC(O)=O","1"
"glutaric acid","Glutaric acid","HMDB0000661","743","C00489","OC(=O)CCCC(O)=O","1"
"2-aminobutyric acid","L-alpha-Aminobutyric acid","HMDB0000452","80283","C02356","CC[C@H](N)C(O)=O","1"
"noradrenaline","Norepinephrine","HMDB0000216","439260","C00547","NC[C@H](O)C1=CC(O)=C(O)C=C1","1"
"methanolphosphate","NA","NA","NA","NA","NA","0"
"3-aminoisobutyric acid","3-Aminoisobutanoic acid","HMDB0003911","64956","C05145","CC(CN)C(O)=O","1"
"tyramine","Tyramine","HMDB0000306","5610","C00483","NCCC1=CC=C(O)C=C1","1"
"cadaverine","Cadaverine","HMDB0002322","273","C01672","NCCCCCN","1"
"glucose-1-phosphate","Glucose 1-phosphate","HMDB0001586","65533","C00103","OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"terephthalic acid","Terephthalic acid","HMDB0002428","7489","C06337","OC(=O)C1=CC=C(C=C1)C(O)=O","1"
"sulfuric acid","Sulfate","HMDB0001448","1117","C00059","OS(O)(=O)=O","1"
"pyrophosphate","Pyrophosphate","HMDB0000250","1023","C00013","OP(O)(=O)OP(O)(O)=O","1"
"oxoproline","Pyroglutamic acid","HMDB0000267","7405","C01879","OC(=O)[C@@H]1CCC(=O)N1","1"
"phosphate","Phosphate","HMDB0001429","1004","C00009","OP(O)(O)=O","1"
"urea","Urea","HMDB0000294","1176","C00086","NC(N)=O","1"
"serotonin","Serotonin","HMDB0000259","5202","C00780","NCCC1=CNC2=C1C=C(O)C=C2","1"
"fumaric acid","Fumaric acid","HMDB0000134","444972","C00122","OC(=O)\C=C\C(O)=O","1"
"histamine","Histamine","HMDB0000870","774","C00388","NCCC1=CNC=N1","1"
"malic acid","Malic acid","HMDB0000156","222656","C00149","O[C@@H](CC(O)=O)C(O)=O","1"
"hypoxanthine","Hypoxanthine","HMDB0000157","790","C00262","OC1=NC=NC2=C1NC=N2","1"
"beta-alanine","beta-Alanine","HMDB0000056","239","C00099","NCCC(O)=O","1"
"maleimide","NA","NA","NA","NA","NA","0"
"homocysteine","Homocysteine","HMDB0000742","91552","C00155","N[C@@H](CCS)C(O)=O","1"
