"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0000031","1-alkyl,2-acylglycerophosphocholines [GP0102]",23,0,0.58,"1.000","1.00000"
"LION:0000032","1-(1z-alkenyl),2-acylglycerophosphocholines [GP0103]",24,0,0.6,"1.000","1.00000"
"LION:0000034","monoacylglycerophosphocholines [GP0105]",11,0,0.28,"1.000","1.00000"
"LION:0000039","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",16,0,0.4,"1.000","1.00000"
"LION:0000040","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",8,0,0.2,"1.000","1.00000"
"LION:0000042","monoacylglycerophosphoethanolamines [GP0205]",7,0,0.18,"1.000","1.00000"
"LION:0000047","diacylglycerophosphoinositols [GP0601]",11,0,0.28,"1.000","1.00000"
"LION:0000053","diacylglycerophosphoserines [GP0301]",7,0,0.18,"1.000","1.00000"
"LION:0000059","diacylglycerophosphoglycerols [GP0401]",3,0,0.08,"1.000","1.00000"
"LION:0000084","ceramide phosphocholines (sphingomyelins) [SP0301]",31,0,0.78,"1.000","1.00000"
"LION:0000093","headgroup with negative charge",30,0,0.75,"1.000","1.00000"
"LION:0000466","positive intrinsic curvature",34,0,0.85,"1.000","1.00000"
"LION:0000467","contains ether-bond",39,0,0.98,"1.000","1.00000"
"LION:0000599","lysoglycerophospholipids",19,0,0.48,"1.000","1.00000"
"LION:0000622","triacylglycerols [GL0301]",55,0,1.38,"1.000","1.00000"
"LION:0001734","contains vinyl ether bond (plasmalogen)",32,0,0.8,"1.000","1.00000"
"LION:0001735","very low transition temperature",10,0,0.25,"1.000","1.00000"
"LION:0001738","high transition temperature",14,0,0.35,"1.000","1.00000"
"LION:0001739","very high transition temperature",5,0,0.13,"1.000","1.00000"
"LION:0001740","above average transition temperature",19,0,0.48,"1.000","1.00000"
"LION:0001742","fatty acids and conjugates [FA01]",8,0,0.2,"1.000","1.00000"
"LION:0002921","C18:0",16,0,0.4,"1.000","1.00000"
"LION:0002923","C18:2",13,0,0.33,"1.000","1.00000"
"LION:0002925","C20:0",3,0,0.08,"1.000","1.00000"
"LION:0002926","C20:1",4,0,0.1,"1.000","1.00000"
"LION:0002927","C20:2",3,0,0.08,"1.000","1.00000"
"LION:0002929","C20:4",9,0,0.23,"1.000","1.00000"
"LION:0002930","C20:5",5,0,0.13,"1.000","1.00000"
"LION:0002935","C22:4",4,0,0.1,"1.000","1.00000"
"LION:0002937","C22:6",13,0,0.33,"1.000","1.00000"
"LION:0002945","fatty acid with more than 18 carbons",56,0,1.41,"1.000","1.00000"
"LION:0002949","fatty acid with 19-21 carbons",29,0,0.73,"1.000","1.00000"
"LION:0002950","fatty acid with 22-24 carbons",24,0,0.6,"1.000","1.00000"
"LION:0002951","fatty acid with more than 24 carbons",3,0,0.08,"1.000","1.00000"
"LION:0002956","fatty acid with 17 carbons",3,0,0.08,"1.000","1.00000"
"LION:0002958","fatty acids with 19 carbons",3,0,0.08,"1.000","1.00000"
"LION:0002959","fatty acid with 20 carbons",25,0,0.63,"1.000","1.00000"
"LION:0002961","fatty acid with 22 carbons",22,0,0.55,"1.000","1.00000"
"LION:0002967","polyunsaturated fatty acid",51,0,1.28,"1.000","1.00000"
"LION:0002970","fatty acid with 2 double bonds",18,0,0.45,"1.000","1.00000"
"LION:0002971","fatty acid with 3 double bonds",4,0,0.1,"1.000","1.00000"
"LION:0002972","fatty acid with 4 double bonds",14,0,0.35,"1.000","1.00000"
"LION:0002976","fatty acid with more than 3 double bonds",36,0,0.9,"1.000","1.00000"
"LION:0002977","fatty acid with 3-5 double bonds",23,0,0.58,"1.000","1.00000"
"LION:0012011","lipid storage",55,0,1.38,"1.000","1.00000"
"LION:0012017","hexosylceramides",5,0,0.13,"1.000","1.00000"
"LION:0012082","plasma membrane",65,0,1.63,"1.000","1.00000"
"LION:0012084","lipid droplet",55,0,1.38,"1.000","1.00000"
"LION:0012086","endosome/lysosome",32,0,0.8,"1.000","1.00000"
"LION:0012441","N-acylsphingosines (ceramides) [SP0201]",25,0,0.63,"1.000","1.00000"
"LION:0071625","PE(O-38:7)",3,0,0.08,"1.000","1.00000"
"LION:0080971","high bilayer thickness",10,0,0.25,"1.000","1.00000"
"LION:0080972","very high bilayer thickness",3,0,0.08,"1.000","1.00000"
"LION:0080974","above average bilayer thickness",12,0,0.3,"1.000","1.00000"
"LION:0080977","low lateral diffusion",14,0,0.35,"1.000","1.00000"
"LION:0080980","very high lateral diffusion",15,0,0.38,"1.000","1.00000"
"LION:0080981","below average lateral diffusion",16,0,0.4,"1.000","1.00000"
